category,word,cefr,cocaRank,pos,reason,oxfordDef
home-items,"bucket",,4786,noun,imsky:nouns/containers,""
home-items,"browser",c1,5021,noun,imsky:nouns/phones,"a computer program that lets you look at or read documents on the World Wide Web"
home-items,"cube",,,noun,imsky:nouns/containers,""
home-items,"pixel",,,noun,imsky:nouns/phones,""
home-items,"attache",,,noun,imsky:nouns/containers,""
home-items,"baggage",,,noun,imsky:nouns/containers,""
home-items,"basin",,,noun,imsky:nouns/containers,""
home-items,"beaker",,,noun,imsky:nouns/containers,""
home-items,"briefcase",,,noun,imsky:nouns/containers,""
home-items,"canteen",,,noun,imsky:nouns/containers,""
home-items,"carton",,,noun,imsky:nouns/containers,""
home-items,"cask",,,noun,imsky:nouns/containers,""
home-items,"casket",,,noun,imsky:nouns/containers,""
home-items,"coffer",,,noun,imsky:nouns/containers,""
home-items,"crate",,,noun,imsky:nouns/containers,""
home-items,"flask",,,noun,imsky:nouns/containers,""
home-items,"holder",,,noun,imsky:nouns/containers,""
home-items,"hutch",,,noun,imsky:nouns/containers,""
home-items,"jug",,,noun,imsky:nouns/containers,""
home-items,"luggage",,,noun,imsky:nouns/containers,""
home-items,"pod",,,noun,imsky:nouns/containers,""
bathroom-cleaning,"shower",a1,3093,noun|verb,manual-pin,"a piece of equipment producing a flow of water that you stand under to wash yourself; the small room or part of a room t"
bathroom-cleaning,"toilet",a1,3730,noun,manual-pin,"a large bowl attached to a pipe that you sit on or stand over when you get rid of waste matter from your body"
bathroom-cleaning,"organize",a2,1895,verb,manual-pin,"to make all the arrangements for something to happen or be provided"
bathroom-cleaning,"mirror",a2,2207,noun,manual-pin,"a piece of special flat glass that reflects images, so that you can see yourself when you look in it"
bathroom-cleaning,"towel",a2,3976,noun,manual-pin,"a piece of cloth or paper used for drying things, especially your body"
bathroom-cleaning,"soap",a2,4709,noun,manual-pin,"a substance that you use with water for washing your body"
bathroom-cleaning,"dust",b1,2635,noun,manual-pin,"a fine powder that consists of very small pieces of sand, earth, etc."
bathroom-cleaning,"sink",b1,3156,noun|verb,manual-pin,"to go down below the surface or towards the bottom of a liquid or soft substance"
bathroom-cleaning,"tissue",b2,2948,noun,manual-pin,"a piece of soft paper, used especially as a handkerchief"
bathroom-cleaning,"sweep",b2,3181,noun|verb,manual-pin,"to clean a room, surface, etc. using a broom (= a type of brush on a long handle)"
bathroom-cleaning,"wipe",c1,2834,verb,manual-pin,"to rub something against a surface, in order to remove dirt or liquid from it; to rub a surface with a cloth, etc. in or"
bathroom-cleaning,"drain",c1,4354,verb,manual-pin,"to make something empty or dry by removing the liquid from it; to become empty or dry in this way"
bathroom-cleaning,"tub",,,noun,manual-pin,""
bathroom-cleaning,"showerhead",,,,manual-pin,""
bathroom-cleaning,"toilet paper",,,,manual-pin,""
bathroom-cleaning,"washcloth",,,,manual-pin,""
bathroom-cleaning,"sponge",,,,manual-pin,""
bathroom-cleaning,"rag",,,,manual-pin,""
bathroom-cleaning,"mop",,,,manual-pin,""
bathroom-cleaning,"broom",,,,manual-pin,""
bathroom-cleaning,"dustpan",,,,manual-pin,""
bathroom-cleaning,"vacuum cleaner",,,,manual-pin,""
bathroom-cleaning,"detergent",,,,manual-pin,""
bathroom-cleaning,"bleach",,,,manual-pin,""
bathroom-cleaning,"disinfectant",,,,manual-pin,""
bathroom-cleaning,"shampoo",,,,manual-pin,""
bathroom-cleaning,"conditioner",,,,manual-pin,""
bathroom-cleaning,"lotion",,,,manual-pin,""
bathroom-cleaning,"razor",,,,manual-pin,""
bathroom-cleaning,"shaving cream",,,,manual-pin,""
bathroom-cleaning,"toothbrush",,,,manual-pin,""
bathroom-cleaning,"toothpaste",,,,manual-pin,""
bathroom-cleaning,"floss",,,,manual-pin,""
bathroom-cleaning,"mouthwash",,,,manual-pin,""
bathroom-cleaning,"shower curtain",,,,manual-pin,""
bathroom-cleaning,"bath mat",,,,manual-pin,""
bathroom-cleaning,"plunger",,,,manual-pin,""
bathroom-cleaning,"mold",,,,manual-pin,""
bathroom-cleaning,"mildew",,,,manual-pin,""
bathroom-cleaning,"crumbs",,,,manual-pin,""
bathroom-cleaning,"lint",,,,manual-pin,""
bathroom-cleaning,"foam",,,,manual-pin,""
bathroom-cleaning,"grime",,,,manual-pin,""
bathroom-cleaning,"grease",,,,manual-pin,""
bathroom-cleaning,"scrub",,,,manual-pin,""
bathroom-cleaning,"rinse",,,,manual-pin,""
bathroom-cleaning,"soak",,,,manual-pin,""
bathroom-cleaning,"lather",,,,manual-pin,""
bathroom-cleaning,"flush",,,noun|adjective,manual-pin,""
bathroom-cleaning,"spray",,,,manual-pin,""
bathroom-cleaning,"mop up",,,,manual-pin,""
bathroom-cleaning,"tidy up",,,,manual-pin,""
bathroom-cleaning,"declutter",,,,manual-pin,""
bathroom-cleaning,"sanitize",,,,manual-pin,""
texture-surface,"hard",a1,430,adjective|adverb,manual-pin,"difficult to do, understand or answer"
texture-surface,"soft",a2,1762,adjective,manual-pin,"changing shape easily when pressed; not stiff or hard"
texture-surface,"rough",b1,2847,adjective,manual-pin,"having a surface that is not even or regular"
texture-surface,"smooth",b1,2903,noun|adjective,manual-pin,"completely flat and even, without any rough areas or holes"
texture-surface,"shiny",b1,,adjective,manual-pin,"smooth and bright; reflecting the light"
texture-surface,"firm",b2,1202,noun|adjective,manual-pin,"a business or company"
texture-surface,"slippery",,,,manual-pin,""
texture-surface,"dusty",,,,manual-pin,""
texture-surface,"greasy",,,adjective,manual-pin,""
texture-surface,"damp",,,adjective,manual-pin,""
texture-surface,"soggy",,,,manual-pin,""
texture-surface,"cracked",,,,manual-pin,""
texture-surface,"stained",,,,manual-pin,""
texture-surface,"rusty",,,,manual-pin,""
texture-surface,"glossy",,,adjective,manual-pin,""
texture-surface,"matte",,,adjective,manual-pin,""
texture-surface,"fluffy",,,,manual-pin,""
texture-surface,"spongy",,,,manual-pin,""
texture-surface,"lumpy",,,,manual-pin,""
texture-surface,"bumpy",,,,manual-pin,""
texture-surface,"flaky",,,,manual-pin,""
texture-surface,"brittle",,,,manual-pin,""
texture-surface,"fragile",,,,manual-pin,""
texture-surface,"sturdy",,,,manual-pin,""
texture-surface,"wrinkled",,,,manual-pin,""
texture-surface,"creased",,,,manual-pin,""
texture-surface,"dented",,,,manual-pin,""
texture-surface,"chipped",,,,manual-pin,""
texture-surface,"frayed",,,adjective,manual-pin,""
texture-surface,"torn",,,,manual-pin,""
texture-surface,"patchy",,,,manual-pin,""
texture-surface,"one",a1,60,adjective|noun,imsky:adjectives/quantity,"the number 1"
texture-surface,"some",a1,67,adjective,imsky:adjectives/quantity,"used with uncountable nouns or plural countable nouns to mean ‘an amount of’ or ‘a number of’, when the amount or number"
texture-surface,"other",a1,74,adjective,imsky:adjectives/quantity,"used to refer to people or things that are additional or different to people or things that have been mentioned or are k"
texture-surface,"many",a1,113,adjective,imsky:adjectives/quantity,"used with plural nouns and verbs, especially in negative sentences or in more formal English, to mean ‘a large number of"
texture-surface,"great",a1,138,adjective,imsky:adjectives/weather,"very good or pleasant"
texture-surface,"big",a1,156,adjective,imsky:adjectives/size,"large in size, degree, amount, etc."
texture-surface,"every",a1,165,adjective,imsky:adjectives/quantity,"used with singular nouns to refer to all the members of a group of things or people"
texture-surface,"another",a1,166,adjective,imsky:adjectives/quantity,"one more; an extra thing or person"
texture-surface,"few",a1,198,adjective,imsky:adjectives/quantity,"used with plural nouns and a plural verb to mean ‘a small number’, ‘some’"
texture-surface,"each",a1,234,adjective|adverb,imsky:adjectives/quantity,"used to refer to every one of two or more people or things, when you are thinking about them separately"
texture-surface,"little",a1,238,adjective|adverb,imsky:adjectives/size,"not big; small; smaller than others"
texture-surface,"small",a1,248,adjective,imsky:adjectives/size,"not large in size, number, degree, amount, etc."
texture-surface,"large",a1,270,adjective,imsky:adjectives/size,"big in size or quantity"
texture-surface,"long",a1,284,adjective|adverb,imsky:adjectives/size,"measuring or covering a great length or distance, or a greater length or distance than usual"
texture-surface,"black",a1,340,adjective|noun,imsky:adjectives/colors,"having the very darkest colour, like coal or the sky at night"
texture-surface,"white",a1,386,adjective|noun,imsky:adjectives/colors,"having the colour of fresh snow or of milk"
texture-surface,"full",a1,470,adjective,imsky:adjectives/shape,"containing or holding as much or as many as possible; having no empty space"
texture-surface,"nice",a1,531,adjective,imsky:adjectives/weather,"pleasant or attractive"
texture-surface,"short",a1,669,adjective|adverb,imsky:adjectives/size,"measuring or covering a small length or distance, or a smaller length or distance than usual"
texture-surface,"red",a1,672,adjective|noun,imsky:adjectives/colors,"having the colour of blood or fire"
texture-surface,"hot",a1,755,adjective,imsky:adjectives/temperature,"having a high temperature; producing heat"
texture-surface,"dark",a1,933,noun|adjective,imsky:adjectives/appearance,"with no or very little light, especially because it is night"
texture-surface,"blue",a1,940,noun|adjective,imsky:adjectives/colors,"having the colour of a clear sky or the sea on a clear day"
texture-surface,"sun",a1,942,noun,yle:weather,"the star that shines in the sky during the day and gives the earth heat and light"
texture-surface,"green",a1,1005,adjective|noun,imsky:adjectives/colors,"having the colour of grass or the leaves of most plants and trees"
texture-surface,"cool",a1,1019,adjective|verb,imsky:adjectives/temperature,"fairly cold; not hot or warm"
texture-surface,"clean",a1,1574,adjective|verb,imsky:adjectives/appearance,"not dirty"
texture-surface,"weather",a1,1643,noun,yle:weather,"the condition of the atmosphere at a particular place and time, such as the temperature, and if there is wind, rain, sun"
texture-surface,"rain",a1,1812,noun|verb,yle:weather,"water that falls from the sky in separate drops"
texture-surface,"tall",a1,1848,adjective,imsky:adjectives/size,"having a greater than average height"
texture-surface,"fat",a1,2010,adjective|noun,imsky:adjectives/shape,"having too much flesh on it and weighing too much"
texture-surface,"brown",a1,2076,adjective|noun,imsky:adjectives/colors,"having the colour of earth or coffee"
texture-surface,"snow",a1,2092,adjective|noun|verb,imsky:adjectives/colors,"small soft white pieces (called flakes) of frozen water that fall from the sky in cold weather; this substance when it i"
texture-surface,"yellow",a1,2121,adjective|noun,imsky:adjectives/colors,"having the colour of lemons or butter"
texture-surface,"pink",a1,2634,adjective|noun,imsky:adjectives/colors,"pale red in colour"
texture-surface,"tomato",a1,3001,adjective|noun,imsky:adjectives/colors,"a soft fruit with a lot of juice and shiny red skin that is eaten as a vegetable either raw or cooked"
texture-surface,"purple",a1,4292,adjective|noun,imsky:adjectives/colors,"having the colour of blue and red mixed together"
texture-surface,"all",a2,43,adjective|adverb,imsky:adjectives/quantity,"completely"
texture-surface,"several",a2,387,adjective|noun,imsky:adjectives/quantity,"more than two but not very many"
texture-surface,"either",a2,537,adjective|adverb,imsky:adjectives/quantity,"used after negative phrases to state that a feeling or situation is similar to one already mentioned"
texture-surface,"huge",a2,883,adjective,imsky:adjectives/size,"extremely large in size or amount; great in degree"
texture-surface,"wide",a2,1168,adjective,imsky:adjectives/shape,"measuring a large distance from one side to the other"
texture-surface,"wind",a2,1226,noun|verb,yle:weather,"to have many bends and twists"
texture-surface,"sky",a2,1376,noun,yle:weather,"the space above the earth that you can see when you look up, where clouds and the sun, moon and stars appear"
texture-surface,"average",a2,1413,adjective|noun|verb,imsky:adjectives/size,"calculated by adding several amounts together, finding a total, and dividing the total by the number of amounts"
texture-surface,"storm",a2,1564,noun,yle:weather,"very bad weather with strong winds and rain, and often thunder and lightning"
texture-surface,"bright",a2,1588,noun|adjective,imsky:adjectives/appearance,"full of light; shining strongly"
texture-surface,"straight",a2,1642,adjective|noun|adverb,imsky:adjectives/shape,"without a bend or curve; going in one direction only"
texture-surface,"bone",a2,1684,noun|adjective,imsky:adjectives/colors,"any of the hard parts that form the skeleton of the body of a human or an animal"
texture-surface,"cloud",a2,1905,noun,yle:weather,"a grey or white mass that floats in the sky, made of very small drops of water "
texture-surface,"thin",a2,2013,adjective,imsky:adjectives/shape,"having a smaller distance between opposite sides or surfaces than other similar objects or than normal"
texture-surface,"thick",a2,2115,adjective,imsky:adjectives/shape,"having a larger distance between opposite sides or surfaces than other similar objects or than normal"
texture-surface,"round",a2,2365,noun|adjective|adverb,imsky:adjectives/shape,"having a shape like a circle or a ball"
texture-surface,"narrow",a2,2491,adjective|verb,imsky:adjectives/shape,"measuring a short distance from one side to the other, especially in relation to length"
texture-surface,"brilliant",a2,2913,adjective,imsky:adjectives/appearance,"extremely clever or impressive"
texture-surface,"flat",a2,3045,noun|adjective,imsky:adjectives/appearance,"having a level surface, not curved or sloping, and without holes or any bits sticking out"
texture-surface,"loud",a2,3336,adjective|adverb,imsky:adjectives/sound,"making a lot of noise"
texture-surface,"noisy",a2,,adjective,imsky:adjectives/sound,"making a lot of noise"
texture-surface,"tiny",b1,1578,adjective,imsky:adjectives/size,"very small in size or amount"
texture-surface,"solid",b1,2158,noun|adjective,imsky:adjectives/shape,"hard; not in the form of a liquid or gas"
texture-surface,"silent",b1,2424,adjective,imsky:adjectives/sound,"where there is little or no sound; making little or no sound"
texture-surface,"giant",b1,2563,adjective|noun,imsky:adjectives/size,"very large; much larger or more important than similar things usually are"
texture-surface,"coal",b1,3306,adjective|noun,imsky:adjectives/colors,"a hard black mineral that is found below the ground and burnt to produce heat"
texture-surface,"pale",b1,3562,adjective,imsky:adjectives/appearance,"having skin that is very light in colour; having skin that has less colour than usual because of illness, a strong emoti"
texture-surface,"medium",b1,3613,adjective|noun,imsky:adjectives/size,"in the middle between a larger and smaller size, amount, length, temperature, etc."
texture-surface,"broad",b2,1658,adjective,imsky:adjectives/shape,"wide"
texture-surface,"massive",b2,1904,adjective,imsky:adjectives/size,"very large, heavy and solid"
texture-surface,"numerous",b2,2378,adjective,imsky:adjectives/quantity,"existing in large numbers "
texture-surface,"jet",b2,2694,adjective|noun,imsky:adjectives/colors,"a plane driven by jet engines"
texture-surface,"dull",b2,,adjective,imsky:adjectives/appearance,"not interesting or exciting"
texture-surface,"bent",b2,,adjective,imsky:adjectives/shape,"not straight"
texture-surface,"pointed",b2,,adjective,imsky:adjectives/shape,"having a sharp end"
texture-surface,"color",,607,noun|verb|adjective,yle:colours,""
texture-surface,"gray",,2288,adjective|noun,imsky:adjectives/colors,""
texture-surface,"navy",,2695,adjective|noun,imsky:adjectives/colors,""
texture-surface,"corn",,2934,adjective|noun,imsky:adjectives/colors,""
texture-surface,"burning",,4344,adjective,imsky:adjectives/appearance,""
texture-surface,"sunny",,5044,adjective,imsky:adjectives/appearance,""
texture-surface,"heather",,,noun|adjective,imsky:adjectives/colors,""
clothes-details,"jacket",a1,2599,noun,manual-pin,"a piece of clothing worn on the top half of the body over a shirt, etc. that has arms and fastens down the front; a shor"
clothes-details,"fly",a2,1083,noun|verb,manual-pin,"a small flying insect with two wings. There are many different types of fly and many of them spread disease."
clothes-details,"pocket",a2,1836,noun,manual-pin,"a small piece of material like a small bag sewn into or onto a piece of clothing so that you can carry things in it"
clothes-details,"dry",a2,1926,adjective|verb,manual-pin,"not wet or sticky; without water or moisture"
clothes-details,"wash",a2,2316,noun|verb,manual-pin,"an act of cleaning somebody/something using water and usually soap"
clothes-details,"button",a2,2317,noun,manual-pin,"a small round piece of metal, plastic, etc. that is sewn onto a piece of clothing and used for fastening two parts toget"
clothes-details,"hang",b1,843,verb,manual-pin,"to attach something, or to be attached, at the top so that the lower part is free or loose"
clothes-details,"iron",b1,2517,noun|adjective|verb,manual-pin,"a chemical element. Iron is a hard strong metal that is used to make steel and is also found in small quantities in bloo"
clothes-details,"tight",b1,3059,adjective|adverb,manual-pin,"held or fixed in position securely; difficult to move, open or separate"
clothes-details,"leather",b1,3535,adjective|noun,manual-pin,"material made by removing the hair or fur from animal skins and preserving the skins using special processes"
clothes-details,"cotton",b1,4052,noun,manual-pin,"a plant grown in warm countries for the soft white hairs around its seeds that are used to make cloth and thread"
clothes-details,"underwear",b1,,noun,manual-pin,"clothes that you wear under other clothes and next to the skin"
clothes-details,"wool",b1,,noun,manual-pin,"the soft hair that covers the body of sheep and some other animals"
clothes-details,"tear",b2,2059,noun|verb,manual-pin,"a hole that has been made in something by tearing"
clothes-details,"loose",b2,3155,adjective,manual-pin,"not securely fixed where it should be; able to become separated from something"
clothes-details,"fold",b2,4131,noun|verb,manual-pin,"a part of something, especially cloth, that is folded or hangs as if it had been folded"
clothes-details,"silk",b2,4981,noun,manual-pin,"fine soft thread produced by silkworms"
clothes-details,"snap",c1,2866,verb,manual-pin,"to break something suddenly with a sharp noise; to be broken in this way"
clothes-details,"patch",c1,3594,noun|verb,manual-pin,"a small area of something, especially one which is different from the area around it"
clothes-details,"sleeve",,4993,noun,manual-pin,""
clothes-details,"collar",,5038,noun,manual-pin,""
clothes-details,"zipper",,,,manual-pin,""
clothes-details,"shoelace",,,,manual-pin,""
clothes-details,"hood",,,,manual-pin,""
clothes-details,"cuff",,,,manual-pin,""
clothes-details,"seam",,,,manual-pin,""
clothes-details,"hem",,,,manual-pin,""
clothes-details,"wrinkle",,,,manual-pin,""
clothes-details,"lining",,,,manual-pin,""
clothes-details,"strap",,,,manual-pin,""
clothes-details,"belt loop",,,,manual-pin,""
clothes-details,"buckle",,,,manual-pin,""
clothes-details,"velcro",,,,manual-pin,""
clothes-details,"lace",,,,manual-pin,""
clothes-details,"ribbon",,,noun,manual-pin,""
clothes-details,"stitch",,,,manual-pin,""
clothes-details,"undershirt",,,,manual-pin,""
clothes-details,"tank top",,,,manual-pin,""
clothes-details,"long sleeve",,,,manual-pin,""
clothes-details,"sweatshirt",,,,manual-pin,""
clothes-details,"hoodie",,,,manual-pin,""
clothes-details,"pullover",,,,manual-pin,""
clothes-details,"cardigan",,,,manual-pin,""
clothes-details,"vest",,,,manual-pin,""
clothes-details,"raincoat",,,,manual-pin,""
clothes-details,"parka",,,,manual-pin,""
clothes-details,"windbreaker",,,,manual-pin,""
clothes-details,"scarf",,,noun,manual-pin,""
clothes-details,"beanie",,,,manual-pin,""
clothes-details,"mittens",,,,manual-pin,""
clothes-details,"flip-flops",,,,manual-pin,""
clothes-details,"sandals",,,,manual-pin,""
clothes-details,"sneakers",,,noun,manual-pin,""
clothes-details,"slippers",,,,manual-pin,""
clothes-details,"boots",,,,manual-pin,""
clothes-details,"pajamas",,,noun,manual-pin,""
clothes-details,"robe",,,,manual-pin,""
clothes-details,"apron",,,noun,manual-pin,""
clothes-details,"overalls",,,,manual-pin,""
clothes-details,"jumpsuit",,,,manual-pin,""
clothes-details,"denim",,,noun|adjective,manual-pin,""
clothes-details,"nylon",,,,manual-pin,""
clothes-details,"polyester",,,,manual-pin,""
clothes-details,"fleece",,,,manual-pin,""
clothes-details,"plaid",,,,manual-pin,""
clothes-details,"striped",,,adjective,manual-pin,""
clothes-details,"checkered",,,,manual-pin,""
clothes-details,"baggy",,,,manual-pin,""
clothes-details,"snug",,,,manual-pin,""
clothes-details,"oversized",,,,manual-pin,""
clothes-details,"mend",,,,manual-pin,""
clothes-details,"stain",,,noun,manual-pin,""
clothes-details,"wear",a1,542,verb,yle:clothes,"to have something on your body as a piece of clothing, a decoration, etc."
clothes-details,"shoe",a1,1524,noun,yle:clothes,"one of a pair of objects usually made of leather or plastic that you wear on your feet"
clothes-details,"dress",a1,1641,noun|verb,yle:clothes,"a piece of clothing that is made in one piece and hangs down to cover the body as far as the legs, sometimes reaching to"
clothes-details,"shirt",a1,1928,noun,yle:clothes,"a piece of clothing worn on the upper part of the body, made of light cloth, with sleeves and usually with a collar and "
clothes-details,"hat",a1,2028,noun,yle:clothes,"a piece of clothing made to fit the head, often with a brim (= a flat edge that sticks out), usually worn out of doors"
clothes-details,"coat",a1,2580,verb|noun,yle:clothes,"a piece of outdoor clothing that is worn over other clothes to keep warm or dry. Coats have sleeves (= parts covering th"
clothes-details,"t-shirt",a1,3914,noun,yle:clothes,"an informal shirt, usually with short sleeves (= arms) no collar or buttons, or just a few buttons at the top"
clothes-details,"jeans",a1,3955,noun,yle:clothes,"trousers made of denim (= a type of strong cotton)"
clothes-details,"skirt",a1,4220,noun,yle:clothes,"a piece of clothing that hangs from the middle part of the body"
clothes-details,"sweater",a1,,noun,yle:clothes,"a piece of clothing for the upper part of the body, made of wool or cotton, with long sleeves"
clothes-details,"umbrella",a1,,noun,yle:clothes,"an object with a round folding frame of long, straight pieces of metal covered with material, that you use to protect yo"
clothes-details,"belt",a2,2683,noun,yle:clothes,"a long narrow piece of leather, cloth, etc. that you wear around the middle part of your body"
clothes-details,"uniform",a2,3334,adjective|noun,yle:clothes,"the special set of clothes worn by all members of an organization or a group at work, or by children at school"
clothes-details,"sock",a2,4505,noun,yle:clothes,"a piece of clothing that is worn over the foot, ankle and lower part of the leg, especially inside a shoe"
clothes-details,"pants",a2,,noun,yle:clothes,"underpants or knickers"
clothes-details,"spot",b1,1287,noun|verb,yle:clothes,"a small round area that has a different colour or feels different from the surface it is on"
clothes-details,"glove",b1,3527,noun,yle:clothes,"a piece of clothing for the hand, made of wool, leather, etc. with separate parts for each finger and the thumb"
clothes-details,"costume",b1,3758,noun,yle:clothes,"the clothes worn by people from a particular place or during a particular historical period"
clothes-details,"helmet",b2,4609,noun,yle:clothes,"a type of hard hat that protects the head, worn, for example, by a police officer, a soldier or a person riding a bike o"
clothes-details,"crown",c1,4026,noun,yle:clothes,"an object in the shape of a circle, usually made of gold and precious stones, that a king or queen wears on his or her h"
clothes-details,"glasses",,,noun,yle:clothes,""
clothes-details,"handbag",,,noun,yle:clothes,""
clothes-details,"shorts",,,noun,yle:clothes,""
clothes-details,"swimsuit",,,noun,yle:clothes,""
clothes-details,"bracelet",,,noun,yle:clothes,""
clothes-details,"necklace",,,noun,yle:clothes,""
clothes-details,"spotted",,,adjective,yle:clothes,""
clothes-details,"stripe",,,noun,yle:clothes,""
clothes-details,"sunglasses",,,noun,yle:clothes,""
body-actions,"wave",a2,1595,noun|verb,manual-pin,"a raised line of water that moves across the surface of the sea, ocean, etc."
body-actions,"ankle",a2,4303,noun,manual-pin,"the joint connecting the foot to the leg; the narrow part of the leg just above the ankle joint"
body-actions,"lip",b1,1861,noun,manual-pin,"either of the two soft edges at the opening to the mouth"
body-actions,"tongue",b1,3022,noun,manual-pin,"the soft part in the mouth that moves around, used for tasting, swallowing, speaking, etc."
body-actions,"palm",b2,2693,noun,manual-pin,"a straight tree with a mass of long leaves at the top, growing in tropical countries. There are several types of palm tr"
body-actions,"hip",b2,3026,noun,manual-pin,"the area at either side of the body between the top of the leg and the middle part of the body; the joint at the top of "
body-actions,"heel",b2,3408,noun|verb,manual-pin,"the back part of the foot below the ankle"
body-actions,"temple",b2,3670,noun,manual-pin,"a building used for religious worship, especially in religions other than Christianity"
body-actions,"wrist",b2,4107,noun,manual-pin,"the joint between the hand and the arm"
body-actions,"elbow",b2,4241,noun,manual-pin,"the joint between the upper and lower parts of the arm where it bends in the middle"
body-actions,"nod",c1,1996,verb,manual-pin,"if you nod, nod your head or your head nods, you move your head up and down to show agreement, understanding, etc."
body-actions,"shrug",c1,3846,verb,manual-pin,"to raise your shoulders and then drop them to show that you do not know or care about something"
body-actions,"sweat",,4252,noun,manual-pin,""
body-actions,"chin",,4428,noun,manual-pin,""
body-actions,"forehead",,4447,noun,manual-pin,""
body-actions,"jaw",,4513,verb|noun,manual-pin,""
body-actions,"sole",c1,4638,noun|adjective,manual-pin,"only; single"
body-actions,"gasp",,4716,verb,manual-pin,""
body-actions,"spit",,4802,verb,manual-pin,""
body-actions,"thigh",,5023,noun,manual-pin,""
body-actions,"eyebrow",,5029,noun,manual-pin,""
body-actions,"blink",,,,manual-pin,""
body-actions,"yawn",,,,manual-pin,""
body-actions,"sneeze",,,,manual-pin,""
body-actions,"cough",,,noun|verb,manual-pin,""
body-actions,"shiver",,,,manual-pin,""
body-actions,"limp",,,,manual-pin,""
body-actions,"itch",,,,manual-pin,""
body-actions,"numb",,,,manual-pin,""
body-actions,"dizzy",,,,manual-pin,""
body-actions,"sore",,,,manual-pin,""
body-actions,"sniff",,,,manual-pin,""
body-actions,"frown",,,,manual-pin,""
body-actions,"flinch",,,,manual-pin,""
body-actions,"wince",,,,manual-pin,""
body-actions,"twitch",,,noun,manual-pin,""
body-actions,"hiccup",,,,manual-pin,""
body-actions,"burp",,,,manual-pin,""
body-actions,"belch",,,,manual-pin,""
body-actions,"gag",,,,manual-pin,""
body-actions,"choke",,,,manual-pin,""
body-actions,"cramp",,,,manual-pin,""
body-actions,"bruise",,,,manual-pin,""
body-actions,"scab",,,noun,manual-pin,""
body-actions,"blister",,,verb,manual-pin,""
body-actions,"rash",,,,manual-pin,""
body-actions,"wheeze",,,,manual-pin,""
body-actions,"snore",,,,manual-pin,""
body-actions,"drool",,,,manual-pin,""
body-actions,"grin",,,,manual-pin,""
body-actions,"pout",,,,manual-pin,""
body-actions,"fingernail",,,,manual-pin,""
body-actions,"toenail",,,,manual-pin,""
body-actions,"eyelash",,,,manual-pin,""
body-actions,"eyelid",,,,manual-pin,""
body-actions,"gums",,,,manual-pin,""
body-actions,"cheekbone",,,,manual-pin,""
body-actions,"collarbone",,,,manual-pin,""
body-actions,"spine",c1,,noun,manual-pin,"the row of small bones that are connected together down the middle of the back"
body-actions,"ribs",,,,manual-pin,""
body-actions,"calf",,,,manual-pin,""
body-actions,"hand",a1,194,noun|verb,yle:body_and_face,"the part of the body at the end of the arm, including the fingers and thumb"
body-actions,"play",a1,196,noun|verb,yle:sports_and_leisure,"a piece of writing performed by actors in a theatre or on television or radio"
body-actions,"head",a1,278,noun|verb,yle:body_and_face,"the part of the body on top of the neck containing the eyes, nose, mouth and brain"
body-actions,"team",a1,282,noun|verb,yle:sports_and_leisure,"a group of people who play a particular game or sport against another group of people"
body-actions,"eye",a1,283,noun,yle:body_and_face,"either of the two organs on the face that you see with"
body-actions,"meet",a1,294,adjective|verb,yle:sports_and_leisure,"to be in the same place as somebody by chance and talk to them"
body-actions,"sit",a1,318,verb,imsky:verbs/movement,"to rest your weight on your bottom with your back straight, for example on/in a chair"
body-actions,"party",a1,327,noun,yle:sports_and_leisure,"a social occasion, often in a person’s home, at which people eat, drink, talk, dance and enjoy themselves"
body-actions,"member",a1,341,noun|verb,yle:sports_and_leisure,"a person, an animal or a plant that belongs to a particular group"
body-actions,"body",a1,348,noun,yle:body_and_face,"the whole physical structure of a human or an animal"
body-actions,"face",a1,369,noun|verb,yle:body_and_face,"the front part of the head, where the eyes, nose and mouth are "
body-actions,"walk",a1,384,noun|verb,imsky:verbs/movement,"a journey on foot, usually for pleasure or exercise"
body-actions,"foot",a1,458,noun,yle:body_and_face,"the lowest part of the leg, below the ankle, on which a person or an animal stands"
body-actions,"fine",a1,509,adjective|noun|verb,yle:health,"in good health"
body-actions,"movie",a1,510,noun,yle:sports_and_leisure,"a series of moving pictures recorded with sound that tells a story, watched at a movie theater or on a television or oth"
body-actions,"player",a1,514,noun,yle:sports_and_leisure,"a person who takes part in a game or sport"
body-actions,"photo",a1,541,noun,yle:sports_and_leisure,"a picture that is made by using a camera that stores images in digital form or that has a film sensitive to light inside"
body-actions,"practice",a1,562,noun|verb,yle:sports_and_leisure,"doing an activity or training regularly so that you can improve your skill; the time you spend doing this"
body-actions,"doctor",a1,591,noun,yle:health,"a person who has been trained in medical science, whose job is to treat people who are ill or injured"
body-actions,"arm",a1,601,noun|verb,yle:body_and_face,"either of the two long parts that stick out from the top of the body and connect the shoulders to the hands"
body-actions,"video",a1,633,noun,yle:sports_and_leisure,"a system of recording moving pictures and sound, either using a digital method of storing data or (in the past) using vi"
body-actions,"hair",a1,673,noun,yle:body_and_face,"the substance that looks like a mass of fine threads growing on a person's head"
body-actions,"computer",a1,691,noun,yle:health,"an electronic machine that can store, organize and find information, do processes with numbers and other data, and contr"
body-actions,"song",a1,749,noun,yle:sports_and_leisure,"a short piece of music with words that you sing"
body-actions,"enjoy",a1,750,verb,yle:sports_and_leisure,"to get pleasure from something"
